offerId,ean,conditionName,conditionCategory,conditionComment,bundlePricesPrice,fulfilmentDeliveryCode,stockAmount,onHoldByRetailer,fulfilmentType,mutationDateTime,referenceCode
a16123ab-a3b1-e3fe-e053-4782010af9c6,7439656953966,NEW,NEW,,7.00,1-8d,10,true,FBR,2020-04-07 15:46:47.802 UTC,
226e9c25-26b6-4220-a8af-38924a6d7de8,8945003933271,NEW,NEW,,69.94,24uurs-22,1,false,FBR,2020-04-27 06:30:00.398 UTC,
