offerId,ean,conditionName,conditionCategory,conditionComment,bundlePricesPrice,fulfilmentDeliveryCode,stockAmount,onHoldByRetailer,fulfilmentType,mutationDateTime,referenceCode
2073d567-de40-412c-8b0c-cdc45f65588b,8945003933271,NEW,NEW,,70.00,24uurs-22,123,true,FBR,2019-12-26 15:18:08.113 UTC,
